"","ST_CASE","VEH_NO","HIT_RUNNAME","NUMOCCSNAME","L_STATENAME","SPEEDRELNAME","VSPD_LIM"
"543",10374,1,"No","01","Alabama","No",50
"544",10374,2,"No","01","Alabama","No",50
"545",10375,1,"No","01","Mississippi","Yes, Exceeded Speed Limit",55
"546",10376,1,"No","01","Michigan","Yes, Exceeded Speed Limit",45
"547",10377,1,"No","01","Alabama","Yes, Exceeded Speed Limit",60
"548",10378,1,"No","01","Louisiana","No",45
"549",10379,1,"No","01","Alabama","No",45
"550",10380,1,"No","01","Alabama","No",99
"551",10381,1,"No","04","Texas","No",70
"552",10382,1,"No","03","Alabama","No",70
"553",10383,1,"No","01","Alabama","No",70
"554",10384,1,"No","01","Florida","No",70
"555",10384,2,"No","02","Georgia","No",70
"556",10385,1,"No","01","Alabama","No",70
"557",10386,1,"No","01","Alabama","Yes, Exceeded Speed Limit",30
"558",10387,1,"No","02","Alabama","No",45
"559",10387,2,"No","02","Alabama","No",55
"560",10388,1,"No","01","Alabama","Yes, Exceeded Speed Limit",35
"561",10388,2,"No","01","Tennessee","No",35
"562",10389,1,"No","01","Alabama","No",55
"563",10389,2,"No","01","Alabama","No",55
"564",10390,1,"No","01","Florida","No",55
"565",10391,1,"No","02","Alabama","No",65
"566",10391,2,"No","01","Alabama","No",65
"567",10391,3,"No","05","Mississippi","No",65
"568",10392,1,"No","01","Alabama","No",55
"569",10393,1,"No","02","Alabama","No",50
"570",10394,1,"No","01","Alabama","Unknown",65
"571",10395,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"572",10396,1,"No","02","Alabama","No",45
"573",10397,1,"No","01","Georgia","No",55
"574",10397,2,"No","01","Alabama","No",55
"575",10397,3,"No","01","Alabama","No",55
"576",10398,1,"No","04","Alabama","No",65
"577",10399,1,"No","03","Alabama","No",55
"578",10400,1,"No","01","Alabama","No",60
"579",10400,2,"No","04","Alabama","No",60
"580",10400,3,"No","03","Alabama","No",60
"581",10401,1,"No","01","Alabama","Yes, Too Fast for Conditions",45
"582",10402,1,"No","02","Alabama","Yes, Exceeded Speed Limit",55
"583",10403,1,"No","01","Alabama","No",45
"584",10403,2,"No","02","Alabama","No",45
"585",10404,1,"No","01","Alabama","No",50
"586",10405,1,"No","01","Alabama","No",55
"587",10405,2,"No","02","Alabama","No",55
"588",10406,1,"No","01","Alabama","No",55
"589",10406,2,"No","01","Alabama","No",55
"590",10407,1,"No","02","Alabama","Yes, Exceeded Speed Limit",45
"591",10408,1,"No","01","Alabama","Unknown",30
"592",10409,1,"No","01","Alabama","Yes, Exceeded Speed Limit",65
"593",10409,2,"No","01","Alabama","No",65
"594",10410,1,"No","01","Alabama","Yes, Exceeded Speed Limit",40
"595",10410,2,"No","02","Alabama","No",40
"596",10411,1,"No","03","Alabama","No",55
"597",10412,1,"No","01","Alabama","No",98
"598",10413,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"599",10413,2,"No","02","Alabama","No",55
"600",10414,1,"No","01","Alabama","No",55
"601",10415,1,"No","02","Mississippi","No",70
"602",10415,2,"No","04","Alabama","No",70
"603",10416,1,"No","01","Alabama","Yes, Exceeded Speed Limit",70
"604",10417,1,"No","01","Alabama","Yes, Exceeded Speed Limit",40
"605",10417,2,"No","None","No Driver Present/Unknown if Driver Present","No Driver Present/Unknown if Driver Present",40
"606",10418,1,"No","01","Georgia","Unknown",70
"607",10419,1,"No","03","Alabama","No",70
"608",10420,1,"Yes","Unknown","Unknown","Unknown",70
"609",10420,2,"No","01","Florida","Unknown",70
"610",10420,3,"Yes","Unknown","Unknown","Unknown",70
"611",10421,1,"No","02","Georgia","No",55
"612",10421,2,"No","01","Alabama","No",55
"613",10422,1,"No","01","Alabama","No",70
"614",10423,1,"No","02","Alabama","No",70
"615",10423,2,"No","01","Alabama","No",70
"616",10423,3,"No","01","Alabama","No",70
"617",10423,4,"No","02","Alabama","No",70
"618",10424,1,"No","01","Georgia","No",70
"619",10425,1,"No","03","Indiana","No",70
"620",10425,2,"No","02","Georgia","No",70
"621",10426,1,"No","01","Alabama","No",40
"622",10426,2,"No","04","Alabama","No",40
"623",10426,3,"No","01","Tennessee","No",40
"624",10427,1,"No","02","Florida","Yes, Too Fast for Conditions",70
"625",10427,2,"No","01","Alabama","No",70
"626",10427,3,"No","01","Alabama","No",70
"627",10428,1,"No","01","Alabama","No",70
"628",10429,1,"No","02","Alabama","No",55
"629",10429,2,"No","01","Alabama","No",55
"630",10429,3,"No","01","Alabama","No",55
"631",10430,1,"No","01","Alabama","No",98
"632",10431,1,"No","01","Alabama","Unknown",65
"633",10431,2,"No","01","Alabama","No",65
"634",10432,1,"No","02","Alabama","Unknown",35
"635",10432,2,"No","01","Alabama","Unknown",35
"636",10433,1,"No","01","Alabama","Yes, Too Fast for Conditions",45
"637",10434,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"638",10434,2,"No","01","Alabama","No",45
"639",10435,1,"No","01","Alabama","Yes, Exceeded Speed Limit",35
"640",10436,1,"No","01","Alabama","No",55
"641",10437,1,"No","01","Alabama","No",45
"642",10437,2,"No","01","Alabama","No",45
"643",10438,1,"No","02","Tennessee","Yes, Exceeded Speed Limit",45
"644",10439,1,"No","01","Alabama","No",60
"645",10440,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"646",10441,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"647",10442,1,"No","01","Alabama","No",45
"648",10443,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"649",10444,1,"No","03","Alabama","No",55
"650",10445,1,"No","01","Alabama","No",55
"651",10445,2,"No","01","Alabama","No",55
"652",10446,1,"No","01","Alabama","No",55
"653",10447,1,"No","01","Alabama","Yes, Exceeded Speed Limit",40
"654",10448,1,"No","01","Alabama","No",55
"655",10449,1,"No","01","Alabama","Unknown",45
"656",10449,2,"No","02","Florida","No",45
"657",10450,1,"No","01","Alabama","No",55
"658",10450,2,"No","02","Alabama","No",55
"659",10451,1,"No","01","Alabama","Yes, Exceeded Speed Limit",40
"660",10452,1,"No","01","Alabama","No",45
"661",10453,1,"No","01","Alabama","Unknown",25
"662",10454,1,"No","01","Alabama","Unknown",50
"663",10455,1,"No","02","Alabama","Unknown",55
"664",10455,2,"No","01","Alabama","No",55
"665",10456,1,"No","04","California","No",45
"666",10456,2,"No","01","Alabama","No",45
"667",10457,1,"No","01","Alabama","No",55
"668",10457,2,"No","04","Alabama","No",55
"669",10458,1,"No","02","Alabama","Yes, Exceeded Speed Limit",25
"670",10458,2,"No","01","Alabama","No",25
"671",10459,1,"Yes","01","Unknown","No",55
"672",10460,1,"No","01","Alabama","No",55
"673",10460,2,"No","01","Alabama","No",55
"674",10461,1,"No","02","Alabama","No",30
"675",10462,1,"No","02","Alabama","Unknown",40
"676",10462,2,"No","01","Alabama","No",40
"677",10462,3,"No","02","Alabama","No",40
"678",10462,4,"No","01","Alabama","No",40
"679",10463,1,"No","01","Alabama","No",55
"680",10463,2,"No","01","Alabama","Unknown",55
"681",10463,3,"No","03","Mississippi","No",55
"682",10464,1,"No","01","Alabama","Unknown",25
"683",10465,1,"No","01","Florida","Yes, Exceeded Speed Limit",45
"684",10466,1,"No","01","Alabama","No",45
"685",10467,1,"No","01","Alabama","No",50
"686",10468,1,"No","01","Alabama","Unknown",45
"687",10469,1,"No","01","Alabama","Yes, Too Fast for Conditions",65
"688",10470,1,"No","03","Alabama","No",65
"689",10470,2,"No","01","Alabama","No",65
"690",10470,3,"No","06","Alabama","No",45
"691",10471,1,"No","01","Georgia","No",55
"692",10472,1,"No","01","Alabama","Unknown",55
"693",10473,1,"No","01","Alabama","Unknown",35
"694",10473,2,"No","02","Alabama","Unknown",30
"695",10474,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"696",10475,1,"Yes","02","Alabama","Unknown",45
"697",10476,1,"No","01","Alabama","Unknown",45
"698",10476,2,"No","01","Alabama","No",45
"699",10477,1,"No","01","North Carolina","No",50
"700",10477,2,"No","01","Alabama","No",35
"701",10477,3,"No","02","Alabama","No",35
"702",10477,4,"No","02","Georgia","No",50
"703",10477,5,"No","04","Florida","No",50
"704",10478,1,"No","01","Alabama","No",55
"705",10478,2,"No","03","Alabama","No",55
"706",10479,1,"No","01","Alabama","Unknown",45
"707",10479,2,"No","03","Alabama","No",45
"708",10480,1,"No","01","Alabama","Unknown",45
"709",10481,1,"No","01","Alabama","No",35
"710",10481,2,"No","05","Alabama","No",35
"711",10482,1,"No","02","Alabama","Unknown",25
"712",10483,1,"No","02","Alabama","No",65
"713",10484,1,"No","01","Alabama","No",45
"714",10484,2,"No","02","Florida","No",45
"715",10484,3,"No","01","Alabama","No",45
"716",10485,1,"Yes","Unknown","Unknown","Unknown",30
"717",10486,1,"No","02","Alabama","No",55
"718",10487,1,"No","01","Alabama","No",55
"719",10487,2,"No","01","Alabama","No",55
"720",10488,1,"No","01","Alabama","No",55
"721",10488,2,"No","02","Ohio","No",55
"722",10488,3,"No","01","Alabama","No",55
"723",10489,1,"No","01","Georgia","No",55
"724",10489,2,"No","03","Alabama","No",55
"725",10490,1,"No","01","Alabama","No",55
"726",10491,1,"Yes","01","Alabama","Unknown",55
"727",10492,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"728",10492,2,"No","01","Alabama","No",45
"729",10492,3,"No","03","Alabama","No",55
"730",10493,1,"No","01","Alabama","No",55
"731",10493,2,"No","02","Kentucky","No",55
"732",10494,1,"No","01","Alabama","No",45
"733",10495,1,"No","01","Alabama","No",45
"734",10496,1,"No","01","Alabama","No",55
"735",10497,1,"No","02","Alabama","No",55
"736",10497,2,"No","01","Alabama","No",55
"737",10498,1,"No","01","Alabama","No",35
"738",10499,1,"No","01","Alabama","No",55
"739",10500,1,"No","01","Georgia","Unknown",55
"740",10501,1,"No","01","Alabama","No",45
"741",10501,2,"No","01","Alabama","No",45
"742",10501,3,"No","02","Alabama","No",45
"743",10502,1,"No","02","Alabama","No",45
"744",10502,2,"No","01","Alabama","No",55
"745",10503,1,"No","01","Alabama","Unknown",45
"746",10503,2,"No","01","Alabama","Unknown",45
"747",10504,1,"No","01","Alabama","No",98
"748",10504,2,"No","01","Alabama","No",35
"749",10505,1,"No","01","Alabama","No",35
"750",10505,2,"No","01","Alabama","No",35
"751",10506,1,"No","01","Alabama","No",40
"752",10506,2,"No","01","Alabama","No",40
"753",10507,1,"No","01","Mississippi","No",55
"754",10507,2,"No","01","Mississippi","No",55
"755",10508,1,"No","02","Alabama","No",45
"756",10509,1,"No","01","Alabama","No",70
"757",10509,2,"No","01","Alabama","No",70
"758",10510,1,"No","01","Louisiana","Yes, Exceeded Speed Limit",50
"759",10510,2,"No","02","Georgia","No",50
"760",10510,3,"No","01","Arkansas","No",50
"761",10511,1,"No","02","Mississippi","Yes, Too Fast for Conditions",65
"762",10511,2,"No","01","Louisiana","No",65
"763",10511,3,"No","01","Georgia","No",45
"764",10512,1,"No","05","Louisiana","Yes, Exceeded Speed Limit",70
"765",10512,2,"No","01","Alabama","No",70
"766",10512,3,"No","01","Alabama","No",70
"767",10513,1,"No","01","Alabama","No",70
"768",10514,1,"No","04","Mississippi","Yes, Exceeded Speed Limit",70
"769",10515,1,"No","01","Texas","No",70
"770",10516,1,"No","02","Alabama","Unknown",70
"771",10516,2,"No","02","Alabama","No",70
"772",10516,3,"No","02","Alabama","No",70
"773",10516,4,"No","03","Alabama","No",70
"774",10517,1,"No","01","Alabama","Unknown",70
"775",10518,1,"No","01","Alabama","No",70
"776",10519,1,"No","01","Alabama","No",70
"777",10520,1,"No","04","Alabama","Unknown",40
"778",10520,2,"No","01","Alabama","No",40
"779",10521,1,"No","01","Alabama","Yes, Exceeded Speed Limit",40
"780",10522,1,"No","01","Georgia","No",55
"781",10523,1,"No","02","Alabama","Yes, Too Fast for Conditions",45
"782",10523,2,"No","02","Alabama","No",45
"783",10523,3,"No","01","Alabama","No",45
"784",10524,1,"No","03","Alabama","No",35
"785",10524,2,"No","01","Alabama","No",45
"786",10525,1,"No","01","Alabama","Yes, Too Fast for Conditions",45
"787",10526,1,"No","02","Alabama","No",45
"788",10526,2,"No","01","Alabama","No",45
"789",10527,1,"No","01","Georgia","Unknown",45
"790",10528,1,"No","01","Alabama","No",35
"791",10528,2,"No","01","Alabama","No",65
"792",10529,1,"No","01","Alabama","No",55
"793",10530,1,"No","None","No Driver Present/Unknown if Driver Present","No Driver Present/Unknown if Driver Present",65
"794",10530,2,"No","01","Alabama","No",65
"795",10531,1,"No","01","Alabama","No",40
"796",10532,1,"No","01","Alabama","Unknown",55
"797",10533,1,"No","01","Alabama","No",45
"798",10534,1,"No","04","Alabama","Yes, Exceeded Speed Limit",45
"799",10535,1,"No","01","Alabama","No",40
"800",10536,1,"Yes","01","Alabama","No",55
"801",10537,1,"No","04","Alabama","Yes, Exceeded Speed Limit",45
"802",10538,1,"No","02","Alabama","No",25
"803",10539,1,"No","03","Alabama","Yes, Exceeded Speed Limit",45
"804",10540,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"805",10541,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"806",10542,1,"No","01","Alabama","Unknown",35
"807",10543,1,"No","01","Alabama","Unknown",30
"808",10544,1,"No","01","Alabama","No",0
"809",10544,2,"No","01","Alabama","No",45
"810",10545,1,"No","01","Alabama","No",45
"811",10545,2,"No","01","Alabama","No",45
"812",10546,1,"No","01","Alabama","No",45
"813",10547,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"814",10548,1,"No","01","Alabama","Yes, Exceeded Speed Limit",40
"815",10549,1,"No","01","Alabama","No",45
"816",10550,1,"No","01","Alabama","No",45
"817",10550,2,"No","01","Alabama","No",45
"818",10551,1,"No","01","Alabama","No",35
"819",10552,1,"No","01","Alabama","No",55
"820",10553,1,"No","01","Alabama","No",65
"821",10553,2,"No","02","Alabama","No",65
"822",10554,1,"Yes","03","Unknown","Unknown",55
"823",10555,1,"No","01","Alabama","No",65
"824",10556,1,"No","01","Alabama","No",55
"825",10557,1,"No","01","Alabama","Yes, Exceeded Speed Limit",25
"826",10558,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"827",10558,2,"No","01","Alabama","No",45
"828",10559,1,"No","01","Alabama","Yes, Exceeded Speed Limit",40
"829",10560,1,"No","01","Alabama","No",45
"830",10560,2,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"831",10561,1,"No","01","Alabama","No",35
"832",10562,1,"No","03","Alabama","No",45
"833",10562,2,"No","01","Alabama","No",45
"834",10563,1,"No","02","Florida","Yes, Too Fast for Conditions",35
"835",10563,2,"No","01","Alabama","No",35
"836",10563,3,"No","01","Alabama","No",35
"837",10563,4,"No","01","Alabama","No",35
"838",10564,1,"No","02","Alabama","No",40
"839",10564,2,"No","01","Alabama","No",40
"840",10565,1,"No","01","Alabama","No",45
"841",10566,1,"No","02","Alabama","Yes, Too Fast for Conditions",45
"842",10567,1,"No","01","Alabama","Yes, Exceeded Speed Limit",35
"843",10568,1,"No","02","Alabama","Unknown",45
"844",10568,2,"No","01","Alabama","Unknown",45
"845",10569,1,"No","01","Alabama","No",55
"846",10570,1,"No","02","Alabama","Yes, Exceeded Speed Limit",35
"847",10571,1,"No","01","Alabama","Yes, Too Fast for Conditions",65
"848",10571,2,"No","01","Alabama","No",65
"849",10572,1,"No","02","Michigan","No",35
"850",10572,2,"No","01","Alabama","No",35
"851",10573,1,"No","01","Alabama","No",45
"852",10574,1,"No","01","Tennessee","Yes, Too Fast for Conditions",60
"853",10574,2,"No","01","Alabama","No",60
"854",10575,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"855",10575,2,"No","03","Alabama","No",45
"856",10576,1,"No","01","Alabama","No",55
"857",10577,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"858",10578,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"859",10579,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"860",10580,1,"No","01","Alabama","No",55
"861",10581,1,"No","01","Alabama","No",45
"862",10582,1,"No","01","Alabama","No",65
"863",10582,2,"No","02","Alabama","No",65
"864",10583,1,"No","02","Alabama","No",45
"865",10584,1,"No","01","Alabama","No",55
"866",10584,2,"No","01","Alabama","No",55
"867",10585,1,"No","02","Alabama","Yes, Exceeded Speed Limit",35
"868",10586,1,"No","01","Alabama","No",0
"869",10586,2,"No","01","Alabama","Yes, Exceeded Speed Limit",50
"870",10587,1,"No","03","Alabama","No",45
"871",10588,1,"No","02","Alabama","No",65
"872",10588,2,"No","01","Alabama","No",65
"873",10588,3,"No","01","Georgia","No",65
"874",10589,1,"No","01","Alabama","No",50
"875",10589,2,"No","01","Alabama","No",50
"876",10590,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"877",10591,1,"Yes","Unknown","Unknown","Unknown",45
"878",10592,1,"No","01","Alabama","No",55
"879",10593,1,"No","01","Alabama","Yes, Exceeded Speed Limit",50
"880",10594,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"881",10595,1,"No","01","Tennessee","No",45
"882",10595,2,"No","01","Alabama","No",45
"883",10596,1,"No","01","Alabama","No",45
"884",10596,2,"No","01","Alabama","No",45
"885",10597,1,"No","01","Alabama","Yes, Too Fast for Conditions",35
"886",10597,2,"No","01","Alabama","No",0
"887",10598,1,"No","01","Alabama","No",55
"888",10599,1,"No","01","North Carolina","No",70
"889",10599,2,"No","02","Alabama","No",70
"890",10600,1,"No","01","Alabama","No",70
"891",10600,2,"No","01","Tennessee","No",70
"892",10600,3,"No","01","Alabama","No",70
"893",10601,1,"No","01","Alabama","No",70
"894",10602,1,"No","01","Alabama","Yes, Exceeded Speed Limit",70
"895",10603,1,"No","01","Alabama","No",70
"896",10604,1,"No","01","Alabama","No",70
"897",10605,1,"No","02","Alabama","No",70
"898",10606,1,"No","02","Unknown","No",70
"899",10607,1,"No","02","Alabama","No",70
"900",10608,1,"No","01","Alabama","Unknown",60
"901",10608,2,"No","01","Alabama","No",60
"902",10608,3,"No","02","Texas","No",60
"903",10608,4,"No","01","Alabama","No",60
"904",10609,1,"No","01","Alabama","No",55
"905",10609,2,"No","01","Alabama","No",55
"906",10610,1,"No","01","Alabama","No",30
"907",10610,2,"No","01","Alabama","No",30
"908",10611,1,"No","01","Texas","No",55
"909",10612,1,"No","01","Alabama","No",55
"910",10612,2,"No","01","Tennessee","No",55
"911",10612,3,"No","01","Alabama","No",55
"912",10613,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"913",10614,1,"No","02","Alabama","No",45
"914",10615,1,"No","02","Georgia","Yes, Exceeded Speed Limit",35
"915",10616,1,"No","04","Alabama","No",55
"916",10616,2,"No","04","Mississippi","No",55
"917",10617,1,"No","01","Alabama","No",25
"918",10618,1,"No","01","Michigan","Yes, Exceeded Speed Limit",65
"919",10618,2,"No","02","Alabama","No",65
"920",10619,1,"No","01","Alabama","No",98
"921",10620,1,"No","01","Alabama","No",55
"922",10621,1,"No","01","Alabama","No",55
"923",10622,1,"No","02","Alabama","No",55
"924",10623,1,"No","01","Georgia","No",50
"925",10624,1,"Yes","Unknown","Unknown","Unknown",45
"926",10625,1,"No","01","Alabama","No",45
"927",10627,1,"No","01","Alabama","Yes, Exceeded Speed Limit",40
"928",10628,1,"No","01","Alabama","Unknown",20
"929",10629,1,"No","01","Alabama","No",45
"930",10629,2,"No","01","Alabama","No",35
"931",10630,1,"No","01","Alabama","No",50
"932",10630,2,"No","02","Alabama","No",50
"933",10631,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"934",10631,2,"No","01","Alabama","No",45
"935",10632,1,"No","02","Alabama","Yes, Exceeded Speed Limit",45
"936",10632,2,"No","05","Alabama","No",45
"937",10633,1,"No","01","Alabama","No",55
"938",10633,2,"No","01","Alabama","No",55
"939",10634,1,"Yes","Unknown","Unknown","Unknown",45
"940",10635,1,"No","01","Alabama","Unknown",65
"941",10635,2,"No","01","Georgia","No",65
"942",10636,1,"No","01","Alabama","No",55
"943",10636,2,"No","03","Alabama","Yes, Exceeded Speed Limit",55
